Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
202299,170,26580, ,Huntington-Ashland  WV-KY-OH ,241,241,52031,4,8,500,2,6,280,0,0,0,66,66,17845,4,8,500,2,6,280,0,0,0
202299,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,19029,19029,5206344,71,142,32015,12,47,6026,202,7994,1048088,16944,16944,4577796,71,142,32015,12,47,6026,181,7751,1020503
202299,174,16860, ,Chattanooga  TN-GA ,2121,2121,504680,84,168,12700,23,78,9699,40,714,76003,1588,1588,390839,36,72,5797,14,51,8133,3,64,11056
202299,174,17420, ,Cleveland  TN ,775,775,191596,8,16,1976,33,119,17875,2,14,923,562,562,153015,8,16,1976,33,119,17875,2,14,923
202299,174,19140, ,Dalton  GA ,376,376,70457,20,40,2780,9,34,4399,6,30,1610,369,369,68806,20,40,2780,9,34,4399,6,30,1610
202299,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,8562,8562,2793812,148,296,59897,201,649,138439,250,8128,1234535,8204,8204,2715815,147,294,59517,201,649,138439,225,7968,1205396
202299,176,28100, ,Kankakee  IL ,103,103,26275,1,2,450,3,11,2158,0,0,0,99,99,24595,1,2,450,3,11,2158,0,0,0
202299,176,33140, ,Michigan City-La Porte  IN ,124,124,35672,0,0,0,1,3,250,4,195,24700,96,96,27714,0,0,0,1,3,250,4,195,24700
202299,178,17140, ,Cincinnati  OH-KY-IN ,4062,4062,1329427,155,310,48602,49,174,21307,87,1620,198332,3958,3958,1309530,155,310,48602,49,174,21307,87,1620,198332
202299,184,10420, ,Akron  OH ,796,796,263252,34,68,8000,112,437,35008,137,1746,263330,749,749,249610,34,68,8000,105,416,25558,125,1657,262138
202299,184,15940, ,Canton-Massillon  OH ,469,469,135619,16,32,5930,27,96,9493,32,213,15784,421,421,130017,16,32,5930,18,68,8058,17,117,8410
202299,184,17460, ,Cleveland-Elyria  OH ,2913,2913,961113,8,16,3252,26,99,13118,52,705,83959,2805,2805,937596,8,16,3252,26,99,13118,52,705,83959
202299,190,17860, ,Columbia  MO ,628,628,217866,6,12,2471,1,4,750,8,135,16502,621,621,217088,6,12,2471,1,4,750,8,135,16502
202299,192,17900,C,Columbia  SC ,4101,4101,1004044,9,18,4445,47,175,25467,58,1510,222549,2807,2807,752794,9,18,4445,47,175,25467,58,1510,222549
202299,194,12220,C,Auburn-Opelika  AL ,1127,1127,301059,14,28,4276,2,7,900,21,1030,167557,752,752,210478,10,20,2857,2,7,900,11,851,143183
202299,194,17980, ,Columbus  GA-AL ,636,636,167067,17,34,5188,0,0,0,34,978,181810,617,617,163194,17,34,5188,0,0,0,34,978,181810
202299,198,18140, ,Columbus  OH ,5603,5603,2216615,49,98,17627,23,82,12160,313,6292,620043,5291,5291,2123937,49,98,17627,21,76,10210,312,6283,618955
202299,204,18580, ,Corpus Christi  TX ,1895,1895,444867,0,0,0,0,0,0,1,5,70,1853,1853,436115,0,0,0,0,0,0,1,5,70
202299,206,19100, ,Dallas-Fort Worth-Arlington  TX ,43685,43685,11950420,343,686,88784,351,1314,184552,683,32242,4112759,43402,43402,11890067,343,686,88784,351,1314,184552,673,31991,4086337
202299,206,43300, ,Sherman-Denison  TX ,1498,1498,335210,67,134,17447,0,0,0,17,588,74954,1477,1477,330222,67,134,17447,0,0,0,17,588,74954
202299,209,19340, ,Davenport-Moline-Rock Island  IA-IL ,416,416,112181,13,26,4996,28,99,18356,8,56,5197,401,401,109159,10,20,4021,28,99,18356,7,51,4533
202299,212,19430, ,Dayton-Kettering  OH ,1262,1262,465856,11,22,4540,14,47,8080,40,934,104623,1255,1255,463588,10,20,4189,12,41,7483,28,585,62287
202299,212,44220, ,Springfield  OH ,112,112,41169,0,0,0,13,51,5303,3,20,1652,112,112,41169,0,0,0,13,51,5303,3,20,1652
202299,216,14500, ,Boulder  CO ,661,661,376592,13,26,10249,23,76,31987,52,879,187503,626,626,337909,12,24,9126,21,70,30431,37,618,119437
202299,216,19740,C,Denver-Aurora-Lakewood  CO ,10099,10099,3120221,186,372,75213,54,196,42652,240,12342,1882904,9910,9910,3077335,185,370,74771,54,196,42652,228,12042,1833102
202299,216,24540, ,Greeley  CO ,3229,3229,962079,104,208,38170,30,105,20407,120,2624,378723,3229,3229,962079,104,208,38170,30,105,20407,120,2624,378723
202299,218,11180, ,Ames  IA ,236,236,68021,4,8,2121,15,52,11739,3,32,4396,223,223,64265,4,8,2121,15,52,11739,3,32,4396
202299,218,19780, ,Des Moines-West Des Moines  IA ,3646,3646,1183598,53,106,21199,18,61,14407,52,2309,380800,3542,3542,1146211,53,106,21199,9,33,8531,40,2234,371564
202299,220,11460, ,Ann Arbor  MI ,603,603,202448,3,6,1611,4,14,2818,5,33,1090,493,493,170747,3,6,1611,3,11,2210,4,28,540
202299,220,19820, ,Detroit-Warren-Dearborn  MI ,4698,4698,1720511,33,66,13436,82,305,54638,120,2876,641199,4326,4326,1632330,32,64,13336,67,252,50425,120,2876,641199
202299,220,22420, ,Flint  MI ,324,324,93823,4,8,1492,15,48,1099,2,26,5763,304,304,89540,4,8,1492,15,48,1099,2,26,5763
202299,220,33780, ,Monroe  MI ,203,203,54271,0,0,0,1,4,500,10,59,4070,148,148,42085,0,0,0,1,4,500,10,59,4070
202299,222,20020, ,Dothan  AL ,484,484,125979,5,10,866,1,4,479,0,0,0,371,371,100593,5,10,866,1,4,479,0,0,0
202299,232,20740, ,Eau Claire  WI ,391,391,149242,94,188,37021,12,48,7581,51,403,71061,391,391,149242,94,188,37021,12,48,7581,51,403,71061
202299,236,21300, ,Elmira  NY ,30,30,6802,0,0,0,0,0,0,7,51,5716,21,21,5041,0,0,0,0,0,0,7,51,5716
202299,238,21340,C,El Paso  TX ,2146,2146,505015,31,62,8006,10,30,3953,26,227,26783,496,496,117316,0,0,0,0,0,0,0,0,0
202299,238,29740,C,Las Cruces  NM ,1079,1079,293415,3,6,1065,5,20,3366,0,0,0,964,964,267854,3,6,1065,5,20,3366,0,0,0
202299,240,21500, ,Erie  PA ,166,166,56676,9,18,3086,0,0,0,9,54,6368,161,161,55323,9,18,3086,0,0,0,9,54,6368
202299,244,22020, ,Fargo  ND-MN ,1124,1124,375457,2,4,370,0,0,0,23,1187,150504,1114,1114,372479,2,4,370,0,0,0,23,1187,150504
202299,246,22180, ,Fayetteville  NC ,2145,2145,429287,0,0,0,0,0,0,16,338,33780,1430,1430,331085,0,0,0,0,0,0,16,338,33780
202299,258,23060,C,Fort Wayne  IN ,1453,1453,449521,20,40,5095,0,0,0,31,842,90093,1453,1453,449521,20,40,5095,0,0,0,31,842,90093
202299,260,23420,C,Fresno  CA ,2944,2944,885802,8,16,3650,15,52,9928,64,650,84322,2806,2806,826202,8,16,3650,15,52,9928,64,650,84322
202299,260,25260, ,Hanford-Corcoran  CA ,414,414,122350,2,4,857,6,18,4602,0,0,0,414,414,122350,2,4,857,6,18,4602,0,0,0
202299,260,31460, ,Madera  CA ,880,880,222170,3,6,300,4,16,800,4,64,7033,880,880,222170,3,6,300,4,16,800,4,64,7033
202299,264,23540, ,Gainesville  FL ,1345,1345,345026,6,12,1574,0,0,0,41,1780,231792,1237,1237,311199,6,12,1574,0,0,0,41,1780,231792
202299,266,24340, ,Grand Rapids-Kentwood  MI ,2488,2488,818148,88,176,33095,26,93,14754,83,1441,207164,2374,2374,786706,88,176,33095,25,90,13888,64,1243,185713
202299,266,34740, ,Muskegon  MI ,321,321,87958,5,10,1439,0,0,0,9,217,15624,296,296,83623,5,10,1439,0,0,0,9,217,15624
202299,267,24580, ,Green Bay  WI ,627,627,246580,102,204,37075,0,0,0,25,418,60255,626,626,246340,102,204,37075,0,0,0,25,418,60255
202299,268,15500, ,Burlington  NC ,1793,1793,284036,1,2,180,2,8,1371,11,146,54058,1793,1793,284036,1,2,180,2,8,1371,11,146,54058
202299,268,24660,C,Greensboro-High Point  NC ,2161,2161,577431,9,18,4227,0,0,0,37,814,117270,2161,2161,577431,9,18,4227,0,0,0,37,814,117270
202299,268,49180, ,Winston-Salem  NC ,3983,3983,1038419,2,4,1116,1,3,276,53,1490,149702,3822,3822,1000885,2,4,1116,1,3,276,53,1490,149702
202299,272,24780, ,Greenville  NC ,688,688,162414,24,48,7515,0,0,0,8,192,23405,387,387,91450,24,48,7515,0,0,0,8,192,23405
202299,273,24860, ,Greenville-Anderson  SC ,6477,6477,1772325,63,126,14947,61,226,23447,108,1415,160131,6477,6477,1772325,63,126,14947,61,226,23447,108,1415,160131
202299,273,43900, ,Spartanburg  SC ,2596,2596,451420,0,0,0,0,0,0,0,0,0,2559,2559,442671,0,0,0,0,0,0,0,0,0
202299,276,23900,C,Gettysburg  PA ,394,394,125536,0,0,0,0,0,0,0,0,0,394,394,125536,0,0,0,0,0,0,0,0,0
202299,276,25420,C,Harrisburg-Carlisle  PA ,1820,1820,428912,1,2,281,5,17,1660,27,872,112003,1818,1818,428150,1,2,281,5,17,1660,27,872,112003
202299,276,30140, ,Lebanon  PA ,225,225,49561,0,0,0,0,0,0,3,139,12635,50,50,15465,0,0,0,0,0,0,1,129,11600
202299,276,49620, ,York-Hanover  PA ,1062,1062,293083,4,8,970,0,0,0,9,292,15693,1043,1043,288288,4,8,970,0,0,0,9,292,15693
202299,277,25500,C,Harrisonburg  VA ,649,649,151685,7,14,2578,2,8,2750,7,39,4730,649,649,151685,7,14,2578,2,8,2750,7,39,4730
202299,277,44420, ,Staunton  VA ,379,379,97707,3,6,710,0,0,0,2,57,5000,379,379,97707,3,6,710,0,0,0,2,57,5000
202299,278,25540,C,Hartford-East Hartford-Middletown  CT ,634,634,182991,58,116,9615,3,12,1051,47,1183,134515,536,536,159588,57,114,9395,3,12,1051,33,1056,127778
202299,278,35980, ,Norwich-New London  CT ,379,379,102281,5,10,1205,1,4,450,4,52,8108,286,286,80449,3,6,817,1,4,450,4,52,8108
202299,279,25620, ,Hattiesburg  MS ,135,135,23090,0,0,0,5,19,900,0,0,0,95,95,12071,0,0,0,5,19,900,0,0,0
202299,284,26300, ,Hot Springs  AR ,67,67,22542,16,32,3840,0,0,0,0,0,0,67,67,22542,16,32,3840,0,0,0,0,0,0
202299,288,26420, ,Houston-The Woodlands-Sugar Land  TX ,47606,47606,11974296,440,880,118090,6,23,2552,887,27124,2917949,47118,47118,11825431,440,880,118090,6,23,2552,868,27010,2915421
202299,290,19460, ,Decatur  AL ,275,275,75088,0,0,0,1,4,180,0,0,0,264,264,73742,0,0,0,1,4,180,0,0,0
202299,290,26620,C,Huntsville  AL ,3617,3617,742704,1,2,220,1,4,510,25,412,61012,1980,1980,343517,1,2,220,1,4,510,25,412,61012
202299,292,26820, ,Idaho Falls  ID ,1184,1184,220870,2,4,264,30,120,15179,5,72,8133,1176,1176,216110,2,4,264,30,120,15179,5,72,8133
202299,294,18020, ,Columbus  IN ,209,209,70055,0,0,0,0,0,0,0,0,0,209,209,70055,0,0,0,0,0,0,0,0,0
202299,294,26900, ,Indianapolis-Carmel-Anderson  IN ,8620,8620,2977934,82,164,27288,22,78,8965,127,4671,561200,8511,8511,2958700,81,162,26989,22,78,8965,127,4671,561200
202299,294,34620, ,Muncie  IN ,201,201,33495,0,0,0,0,0,0,0,0,0,172,172,25129,0,0,0,0,0,0,0,0,0
202299,296,27060, ,Ithaca  NY ,173,173,53341,4,8,1164,1,4,300,2,54,9170,134,134,44586,3,6,844,1,4,300,2,54,9170
202299,297,27180, ,Jackson  TN ,454,454,108278,1,2,160,0,0,0,0,0,0,188,188,48616,1,2,160,0,0,0,0,0,0
202299,298,27140, ,Jackson  MS ,1221,1221,340532,3,6,754,2,7,631,0,0,0,1107,1107,323389,3,6,754,1,4,500,0,0,0
202299,300,27260,C,Jacksonville  FL ,14410,14410,3518415,43,86,10875,17,59,10311,191,8608,1150779,14407,14407,3517857,43,86,10875,17,59,10311,191,8608,1150779
202299,304,27740, ,Johnson City  TN ,802,802,212739,5,10,2222,5,15,3245,27,197,21534,646,646,191287,5,10,2222,5,15,3245,27,197,21534
202299,304,28700, ,Kingsport-Bristol  TN-VA ,815,815,193072,12,24,4420,11,40,5518,6,60,6736,666,666,176518,12,24,4420,9,34,4826,2,15,4104
202299,306,27780, ,Johnstown  PA ,94,94,23360,0,0,0,0,0,0,0,0,0,89,89,22047,0,0,0,0,0,0,0,0,0
202299,308,27860, ,Jonesboro  AR ,681,681,106619,63,126,10085,62,213,11421,22,129,6987,168,168,29098,19,38,4032,10,35,2256,2,12,350
202299,309,27900, ,Joplin  MO ,589,589,102522,52,104,16602,3,10,974,29,494,68329,589,589,102522,52,104,16602,3,10,974,29,494,68329
202299,310,12980, ,Battle Creek  MI ,93,93,16819,1,2,440,0,0,0,0,0,0,61,61,13638,1,2,440,0,0,0,0,0,0
202299,310,28020, ,Kalamazoo-Portage  MI ,341,341,120892,11,22,4932,14,54,6831,7,40,5279,338,338,120037,10,20,4633,14,54,6831,7,40,5279
202299,312,28140, ,Kansas City  MO-KS ,5198,5198,1738685,129,258,43565,99,367,78050,128,5390,777683,4954,4954,1671549,129,258,43565,99,367,78050,128,5390,777683
202299,312,29940, ,Lawrence  KS ,189,189,74175,3,6,589,0,0,0,12,206,27237,182,182,72292,0,0,0,0,0,0,12,206,27237
202299,312,41140, ,St. Joseph  MO-KS ,87,87,19477,4,8,955,0,0,0,0,0,0,46,46,10838,4,8,955,0,0,0,0,0,0
202299,313,28420,C,Kennewick-Richland  WA ,1232,1232,423499,18,36,8190,36,133,23104,18,485,60775,1232,1232,423499,18,36,8190,36,133,23104,18,485,60775
202299,313,47460, ,Walla Walla  WA ,114,114,34542,28,56,9195,0,0,0,0,0,0,104,104,33542,28,56,9195,0,0,0,0,0,0
202299,315,28940, ,Knoxville  TN ,3809,3809,1080397,16,32,5551,3,10,1211,50,987,113004,3601,3601,1036310,16,32,5551,2,7,911,34,834,102742
202299,315,34100, ,Morristown  TN ,868,868,216242,15,30,2022,22,71,10851,0,0,0,799,799,203653,15,30,2022,22,71,10851,0,0,0
202299,316,29020, ,Kokomo  IN ,116,116,34607,0,0,0,0,0,0,2,48,5461,100,100,29718,0,0,0,0,0,0,2,48,5461
202299,318,29180, ,Lafayette  LA ,2051,2051,498431,0,0,0,0,0,0,2,20,4025,1940,1940,479887,0,0,0,0,0,0,2,20,4025
202299,320,29200, ,Lafayette-West Lafayette  IN ,510,510,159599,1,2,210,1,3,230,24,1023,140091,509,509,159415,1,2,210,1,3,230,24,1023,140091
202299,324,29340, ,Lake Charles  LA ,862,862,148085,14,28,3155,0,0,0,12,232,27917,862,862,148085,14,28,3155,0,0,0,12,232,27917
202299,332,29820,C,Las Vegas-Henderson-Paradise  NV ,9199,9199,2569892,52,104,17751,47,182,20946,175,3581,354186,9199,9199,2569892,52,104,17751,47,182,20946,175,3581,354186
202299,336,30460,C,Lexington-Fayette  KY ,1460,1460,380532,17,34,2933,19,60,8081,41,1155,114100,774,774,229732,15,30,2495,19,60,8081,17,114,11390
202299,338,30620, ,Lima  OH ,106,106,27138,0,0,0,1,3,200,0,0,0,88,88,23870,0,0,0,1,3,200,0,0,0
202299,339,30700, ,Lincoln  NE ,1132,1132,374733,15,30,5142,3,11,1117,64,2176,206441,1109,1109,369924,15,30,5142,3,11,1117,64,2176,206441
202299,340,30780, ,Little Rock-North Little Rock-Conway  AR ,1863,1863,494138,28,56,6325,1,3,226,35,1416,104362,1833,1833,489480,28,56,6325,1,3,226,35,1416,104362
202299,340,38220, ,Pine Bluff  AR ,43,43,5940,0,0,0,0,0,0,2,24,550,31,31,4161,0,0,0,0,0,0,2,24,550
202299,348,31080,C,Los Angeles-Long Beach-Anaheim  CA ,11199,11199,3024623,813,1626,369939,125,414,108643,527,19634,3688181,10764,10764,2807550,776,1552,347913,111,372,99285,469,19178,3621213
202299,348,37100, ,Oxnard-Thousand Oaks-Ventura  CA ,474,474,154942,10,20,4380,7,27,5729,39,847,127955,425,425,137653,10,20,4380,7,27,5729,39,847,127955
202299,348,40140, ,Riverside-San Bernardino-Ontario  CA ,12467,12467,3509709,114,228,26715,109,395,65315,253,3657,465182,12044,12044,3415431,114,228,26715,109,395,65315,240,3591,459645
202299,350,21060, ,Elizabethtown-Fort Knox  KY ,506,506,126662,33,66,9510,4,15,1362,27,584,79371,506,506,126662,33,66,9510,4,15,1362,27,584,79371
202299,350,31140, ,Louisville-Jefferson County  KY-IN ,3345,3345,1045873,30,60,13375,5,20,2884,58,1951,635922,3293,3293,1035516,30,60,13375,5,20,2884,58,1951,635922
202299,352,31180, ,Lubbock  TX ,2325,2325,564518,123,246,32604,7,28,4051,55,680,56759,2314,2314,562615,123,246,32604,7,28,4051,55,680,56759
202299,356,31420, ,Macon-Bibb County  GA ,622,622,159996,0,0,0,0,0,0,0,0,0,458,458,132459,0,0,0,0,0,0,0,0,0
202299,356,47580, ,Warner Robins  GA ,1445,1445,299235,0,0,0,0,0,0,36,1050,93217,1390,1390,289059,0,0,0,0,0,0,36,1050,93217
202299,357,27500, ,Janesville-Beloit  WI ,286,286,83539,17,34,6647,0,0,0,1,76,36000,286,286,83539,17,34,6647,0,0,0,1,76,36000
202299,357,31540, ,Madison  WI ,1530,1530,642801,79,158,42862,14,55,11629,63,3836,609853,1529,1529,642516,79,158,42862,14,55,11629,63,3836,609853
202299,359,31860, ,Mankato  MN ,177,177,60069,25,50,7965,4,15,4880,11,367,55141,176,176,59949,25,50,7965,4,15,4880,11,367,55141
202299,360,31900, ,Mansfield  OH ,115,115,35559,6,12,1661,16,57,7199,5,63,7983,115,115,35559,6,12,1661,16,57,7199,5,63,7983
202299,365,32580,C,McAllen-Edinburg-Mission  TX ,3874,3874,901590,192,384,35382,295,1170,115877,41,523,45854,3772,3772,891501,185,370,34332,295,1170,115877,41,523,45854
202299,366,24420, ,Grants Pass  OR ,246,246,54802,18,36,5089,0,0,0,5,56,5406,246,246,54802,18,36,5089,0,0,0,5,56,5406
202299,366,32780, ,Medford  OR ,761,761,195154,12,24,4593,9,34,3721,14,261,35644,755,755,193548,12,24,4593,9,34,3721,14,261,35644
202299,368,32820, ,Memphis  TN-MS-AR ,3485,3485,856901,1,2,650,0,0,0,13,814,94128,3147,3147,780236,1,2,650,0,0,0,13,814,94128
202299,370,33100, ,Miami-Fort Lauderdale-Pompano Beach  FL ,6971,6971,3556855,145,290,55036,37,133,22749,294,12327,2258894,6399,6399,3379307,145,290,55036,35,127,20455,246,11648,2192273
202299,370,38940, ,Port St. Lucie  FL ,5043,5043,1449953,167,334,55728,36,115,12805,125,2312,334566,5038,5038,1441816,167,334,55728,36,115,12805,125,2312,334566
202299,370,42680, ,Sebastian-Vero Beach  FL ,1141,1141,541860,15,30,4865,4,12,808,0,0,0,1141,1141,541860,15,30,4865,4,12,808,0,0,0
202299,372,33260, ,Midland  TX ,594,594,142688,0,0,0,0,0,0,0,0,0,594,594,142688,0,0,0,0,0,0,0,0,0
202299,372,36220,C,Odessa  TX ,888,888,227523,0,0,0,0,0,0,0,0,0,888,888,227523,0,0,0,0,0,0,0,0,0
202299,376,33340,C,Milwaukee-Waukesha  WI ,1563,1563,694033,176,352,84019,2,8,2689,48,1249,233420,1563,1563,694033,176,352,84019,2,8,2689,48,1249,233420
202299,376,39540, ,Racine  WI ,145,145,57970,9,18,3647,0,0,0,0,0,0,145,145,57970,9,18,3647,0,0,0,0,0,0
202299,378,33460, ,Minneapolis-St. Paul-Bloomington  MN-WI ,9114,9114,3218868,96,192,37625,53,194,46955,227,14225,2614012,9027,9027,3188608,96,192,37625,53,194,46955,213,14030,2597915
202299,378,41060, ,St. Cloud  MN ,431,431,129558,0,0,0,0,0,0,4,265,39260,382,382,116210,0,0,0,0,0,0,4,265,39260
202299,380,19300, ,Daphne-Fairhope-Foley  AL ,3141,3141,915169,16,32,5114,1,4,785,10,240,18851,3052,3052,899657,16,32,5114,1,4,785,10,240,18851
202299,380,33660, ,Mobile  AL ,738,738,181987,0,0,0,3,12,1365,0,0,0,705,705,176293,0,0,0,3,12,1365,0,0,0
202299,384,33740, ,Monroe  LA ,340,340,86677,47,94,6744,6,24,3538,3,31,2822,338,338,86497,47,94,6744,6,24,3538,3,31,2822
202299,388,33860, ,Montgomery  AL ,793,793,200639,0,0,0,1,4,100,0,0,0,790,790,200106,0,0,0,1,4,100,0,0,0
202299,390,34060, ,Morgantown  WV ,11,11,1948,0,0,0,0,0,0,0,0,0,1,1,75,0,0,0,0,0,0,0,0,0
202299,396,34820, ,Myrtle Beach-Conway-North Myrtle Beach  SC-NC ,11519,11519,2710052,25,50,6092,6,20,2926,27,411,47870,11487,11487,2700413,24,48,5867,6,20,2926,12,330,43820
202299,400,34980, ,Nashville-Davidson--Murfreesboro--Franklin  TN ,15383,15383,4707258,82,164,10148,46,173,29486,1136,12594,1785777,14833,14833,4468956,82,164,10148,46,173,29486,1136,12594,1785777
202299,404,35100, ,New Bern  NC ,552,552,150653,1,2,200,0,0,0,11,136,20607,552,552,150653,1,2,200,0,0,0,11,136,20607
202299,406,25220, ,Hammond  LA ,869,869,170676,4,8,601,0,0,0,20,581,54145,869,869,170676,4,8,601,0,0,0,20,581,54145
202299,406,35380, ,New Orleans-Metairie  LA ,2934,2934,925194,196,392,52509,5,17,3209,4,100,31310,2907,2907,916802,196,392,52509,5,17,3209,4,100,31310
202299,408,14860,C,Bridgeport-Stamford-Norwalk  CT ,640,640,464134,20,40,5233,2,6,563,24,1145,304306,629,629,458149,20,40,5233,2,6,563,24,1145,304306
202299,408,20700, ,East Stroudsburg  PA ,249,249,80752,0,0,0,0,0,0,0,0,0,237,237,78701,0,0,0,0,0,0,0,0,0
202299,408,28740, ,Kingston  NY ,280,280,103317,3,6,1241,0,0,0,16,160,19404,231,231,90578,3,6,1241,0,0,0,16,160,19404
