Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202599,371,33180,5,Middlesborough  KY ,41,41,4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,372,11380,5,Andrews  TX ,67,67,15842,0,0,0,0,0,0,5,26,2925,48,48,10200,0,0,0,0,0,0,0,0,0
202599,372,33260,2,Midland  TX ,1322,1322,298396,0,0,0,0,0,0,0,0,0,1322,1322,298396,0,0,0,0,0,0,0,0,0
202599,372,36220,2,Odessa  TX ,921,921,228214,0,0,0,0,0,0,0,0,0,921,921,228214,0,0,0,0,0,0,0,0,0
202599,376,13180,5,Beaver Dam  WI ,179,179,63712,8,16,3400,0,0,0,13,161,27024,179,179,63712,8,16,3400,0,0,0,13,161,27024
202599,376,33340,2,Milwaukee-Waukesha  WI ,1734,1734,928105,112,224,51410,4,15,3317,21,1132,202895,1681,1681,904807,108,216,49955,4,15,3317,19,805,152627
202599,376,39540,2,Racine-Mount Pleasant  WI ,232,232,114373,36,72,17855,0,0,0,19,363,23905,223,223,110934,34,68,17171,0,0,0,7,292,10500
202599,376,48020,5,Watertown-Fort Atkinson  WI ,172,172,55070,10,20,3845,0,0,0,8,228,24700,168,168,53810,10,20,3845,0,0,0,8,228,24700
202599,376,48580,5,Whitewater-Elkhorn  WI ,405,405,188780,18,36,6190,0,0,0,5,250,29423,378,378,173977,18,36,6190,0,0,0,5,250,29423
202599,378,22060,5,Faribault-Northfield  MN ,100,100,35958,0,0,0,0,0,0,0,0,0,62,62,25675,0,0,0,0,0,0,0,0,0
202599,378,26780,5,Hutchinson  MN ,63,63,24217,0,0,0,0,0,0,3,143,23571,58,58,22779,0,0,0,0,0,0,3,143,23571
202599,378,33460,2,Minneapolis-St. Paul-Bloomington  MN-WI ,8868,8868,3507451,61,122,30311,50,184,51831,122,5342,993852,8751,8751,3461524,52,104,27158,48,178,50972,118,5260,972095
202599,378,36940,5,Owatonna  MN ,32,32,10833,0,0,0,0,0,0,1,22,2691,32,32,10833,0,0,0,0,0,0,1,22,2691
202599,378,39860,5,Red Wing  MN ,74,74,25256,5,10,2140,0,0,0,0,0,0,74,74,25256,5,10,2140,0,0,0,0,0,0
202599,378,41060,2,St. Cloud  MN ,434,434,144033,6,12,2319,4,12,1345,5,329,60960,405,405,135979,6,12,2319,4,12,1345,5,329,60960
202599,380,19300,2,Daphne-Fairhope-Foley  AL ,2517,2517,848169,6,12,1755,1,4,388,13,132,19301,2422,2422,829954,6,12,1755,1,4,388,13,132,19301
202599,380,33660,2,Mobile  AL ,986,986,280319,5,10,867,1,4,700,19,102,21400,973,973,277117,5,10,867,1,4,700,19,102,21400
202599,384,33740,2,Monroe  LA ,512,512,118539,2,4,659,1,3,267,2,11,1589,280,280,55669,2,4,659,0,0,0,2,11,1589
202599,384,40820,5,Ruston  LA ,191,191,44319,1,2,380,0,0,0,0,0,0,125,125,25117,1,2,380,0,0,0,0,0,0
202599,388,33860,2,Montgomery  AL ,809,809,231996,0,0,0,0,0,0,1,264,17625,791,791,227908,0,0,0,0,0,0,1,264,17625
202599,388,42820,5,Selma  AL ,5,5,942,0,0,0,0,0,0,0,0,0,5,5,942,0,0,0,0,0,0,0,0,0
202599,393,34180,5,Moses Lake  WA ,374,374,107992,22,44,7926,2,8,2102,1,5,685,193,193,68168,5,10,1691,2,8,2102,1,5,685
202599,393,36830,5,Othello  WA ,31,31,9200,1,2,432,0,0,0,0,0,0,31,31,9200,1,2,432,0,0,0,0,0,0
202599,394,10940,5,Alma  MI ,39,39,8823,0,0,0,0,0,0,1,9,1405,3,3,1101,0,0,0,0,0,0,1,9,1405
202599,394,34380,5,Mount Pleasant  MI ,88,88,22097,1,2,500,0,0,0,0,0,0,88,88,22097,1,2,500,0,0,0,0,0,0
202599,396,34680,5,Murrells Inlet  SC ,377,377,221870,0,0,0,0,0,0,0,0,0,352,352,211368,0,0,0,0,0,0,0,0,0
202599,396,34820,2,Myrtle Beach-Conway-North Myrtle Beach  SC ,6418,6418,1397411,0,0,0,4,16,2441,15,77,6034,6300,6300,1349670,0,0,0,4,16,2441,2,12,2784
202599,400,29980,5,Lawrenceburg  TN ,20,20,4177,0,0,0,4,12,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,400,30280,5,Lewisburg  TN ,299,299,73143,1,2,288,2,7,854,8,59,7438,206,206,46763,1,2,288,1,4,570,4,32,3786
202599,400,34980,2,Nashville-Davidson--Murfreesboro--Franklin  TN ,13267,13267,4588783,29,58,10201,15,51,6567,154,5827,894168,12140,12140,4315793,27,54,9758,7,26,4812,137,5727,886093
202599,400,43180,5,Shelbyville  TN ,376,376,90815,1,2,221,0,0,0,0,0,0,343,343,85522,1,2,221,0,0,0,0,0,0
202599,400,46100,5,Tullahoma-Manchester  TN ,483,483,135172,1,2,182,1,3,273,10,85,15653,455,455,128503,1,2,182,1,3,273,10,85,15653
202599,400,49010,5,Winchester  TN ,315,315,103445,4,8,630,0,0,0,0,0,0,215,215,78630,4,8,630,0,0,0,0,0,0
202599,404,33980,5,Morehead City  NC ,468,468,245875,0,0,0,1,3,700,0,0,0,468,468,245875,0,0,0,1,3,700,0,0,0
202599,404,35100,5,New Bern  NC ,696,696,172493,0,0,0,0,0,0,0,0,0,647,647,162889,0,0,0,0,0,0,0,0,0
202599,405,25540,2,Hartford-West Hartford-East Hartford  CT ,515,515,176937,35,70,13714,8,28,4420,29,891,160350,464,464,163051,35,70,13714,8,28,4420,21,851,157302
202599,405,35300,2,New Haven  CT ,161,161,53477,28,56,8085,11,41,5847,27,762,99614,111,111,44440,27,54,7842,10,37,4791,13,658,92946
202599,405,35980,2,Norwich-New London-Willimantic  CT ,285,285,98743,8,16,2251,9,27,4553,6,112,14779,273,273,96190,7,14,1997,9,27,4553,6,112,14779
202599,405,39480,5,Putnam  CT ,183,183,50745,1,2,400,0,0,0,0,0,0,154,154,47210,1,2,400,0,0,0,0,0,0
202599,405,45860,5,Torrington  CT ,124,124,71760,0,0,0,3,9,1013,0,0,0,106,106,66332,0,0,0,0,0,0,0,0,0
202599,405,47930,2,Waterbury-Shelton  CT ,288,288,71378,6,12,1780,2,7,496,8,206,22266,251,251,66241,6,12,1780,2,7,496,7,201,21932
202599,406,14220,5,Bogalusa  LA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,406,35380,2,New Orleans-Metairie  LA ,922,922,321077,196,392,57067,19,62,7562,3,318,20049,828,828,297325,196,392,57067,19,62,7562,3,318,20049
202599,406,38100,5,Picayune  MS ,383,383,38417,0,0,0,0,0,0,0,0,0,368,368,35366,0,0,0,0,0,0,0,0,0
202599,406,43640,2,Slidell-Mandeville-Covington  LA ,1086,1086,347760,5,10,1296,0,0,0,0,0,0,1086,1086,347760,5,10,1296,0,0,0,0,0,0
202599,408,14860,2,Bridgeport-Stamford-Danbury  CT ,524,524,427648,26,52,9802,10,36,7856,53,2866,666653,446,446,356540,25,50,8502,10,36,7856,47,2836,662153
202599,408,25770,5,Hemlock Farms  PA ,167,167,63213,0,0,0,0,0,0,0,0,0,154,154,57376,0,0,0,0,0,0,0,0,0
202599,408,28740,2,Kingston  NY ,273,273,110730,11,22,3835,5,15,2620,14,124,14950,226,226,95515,11,22,3835,2,6,999,14,124,14950
202599,408,28880,2,Kiryas Joel-Poughkeepsie-Newburgh  NY ,841,841,333448,15,30,4677,7,25,4547,65,1324,257849,669,669,275293,15,30,4677,7,25,4547,57,1232,244431
202599,408,33910,5,Monticello  NY ,474,474,159200,1,2,320,6,23,3948,7,69,10839,343,343,122131,0,0,0,6,23,3948,7,69,10839
202599,408,35620,2,New York-Newark-Jersey City  NY-NJ ,10477,10477,3915745,752,1504,251474,279,913,127637,990,31550,5082950,8094,8094,3326527,612,1224,205468,219,721,109827,578,26407,4334638
202599,408,45940,2,Trenton-Princeton  NJ ,805,805,185450,4,8,1068,3,11,1831,22,340,32524,732,732,178329,4,8,1068,3,11,1831,18,319,31337
202599,412,11580,5,Arcadia  FL ,159,159,41330,0,0,0,0,0,0,0,0,0,159,159,41330,0,0,0,0,0,0,0,0,0
202599,412,35840,2,North Port-Bradenton-Sarasota  FL ,11297,11297,3819583,134,268,50420,55,220,55238,153,5857,965829,11297,11297,3819583,134,268,50420,55,220,55238,153,5857,965829
202599,412,39460,2,Punta Gorda  FL ,2571,2571,818622,66,132,20677,28,98,19162,12,214,40007,2550,2550,806270,62,124,19207,28,98,19162,8,194,36411
202599,416,36420,2,Oklahoma City  OK ,6497,6497,1926986,272,544,58225,51,201,17365,106,1334,158804,6171,6171,1862919,257,514,55150,51,201,17365,106,1334,158804
202599,416,43060,5,Shawnee  OK ,121,121,27647,18,36,6850,1,3,200,2,34,6567,104,104,24164,18,36,6850,1,3,200,2,34,6567
202599,420,23340,5,Fremont  NE ,51,51,25247,5,10,1958,5,20,5040,0,0,0,51,51,25247,5,10,1958,5,20,5040,0,0,0
202599,420,36540,2,Omaha  NE-IA ,3360,3360,734731,71,142,16102,18,59,14757,144,2816,311478,3289,3289,699166,71,142,16102,18,59,14757,144,2816,311478
202599,422,19660,2,Deltona-Daytona Beach-Ormond Beach  FL ,4029,4029,1598935,71,142,33376,44,175,25349,68,1066,141367,3826,3826,1536472,71,142,33376,43,172,25072,66,1056,140322
202599,422,29460,2,Lakeland-Winter Haven  FL ,6725,6725,2097505,80,160,19632,4,15,2394,114,1336,143873,5981,5981,1916210,64,128,17451,4,15,2394,102,1076,119941
202599,422,36740,2,Orlando-Kissimmee-Sanford  FL ,14198,14198,4697688,66,132,23979,14,52,13971,285,13463,2179721,13507,13507,4469613,62,124,20855,14,52,13971,273,13165,2151011
202599,422,48680,2,Wildwood-The Villages  FL ,3105,3105,752947,93,186,18813,0,0,0,9,225,18495,0,0,0,0,0,0,0,0,0,0,0,0
202599,424,32460,5,Mayfield  KY ,83,83,24569,0,0,0,0,0,0,0,0,0,83,83,24569,0,0,0,0,0,0,0,0,0
202599,424,37140,2,Paducah  KY-IL ,96,96,31019,8,16,3255,6,22,2423,7,44,3456,95,95,30919,8,16,3255,6,22,2423,7,44,3456
202599,425,31930,5,Marietta  OH ,7,7,1412,0,0,0,0,0,0,0,0,0,7,7,1412,0,0,0,0,0,0,0,0,0
202599,425,37620,2,Parkersburg-Vienna  WV ,93,93,18295,3,6,672,0,0,0,0,0,0,81,81,16471,3,6,672,0,0,0,0,0,0
202599,427,15900,5,Canton  IL ,14,14,5277,2,4,699,0,0,0,0,0,0,13,13,4924,2,4,699,0,0,0,0,0,0
202599,427,37900,2,Peoria  IL ,191,191,81257,13,26,5860,0,0,0,2,17,1900,148,148,66179,13,26,5860,0,0,0,2,17,1900
202599,428,12100,2,Atlantic City-Hammonton  NJ ,1347,1347,498309,66,132,36273,16,53,6937,16,81,6317,1163,1163,429183,55,110,33174,5,16,2371,10,50,2238
202599,428,20100,2,Dover  DE ,1030,1030,160586,18,36,7575,0,0,0,11,195,19525,1030,1030,160586,18,36,7575,0,0,0,11,195,19525
202599,428,37980,2,Philadelphia-Camden-Wilmington  PA-NJ-DE-MD ,7256,7256,1967430,86,172,24602,158,537,64920,275,4935,668761,5544,5544,1564543,84,168,24138,133,453,55753,190,4371,619440
202599,428,39740,2,Reading  PA ,335,335,95279,18,36,3561,8,32,5638,7,179,16167,292,292,80720,18,36,3561,7,28,4956,6,173,15280
202599,428,47220,2,Vineland  NJ ,143,143,31008,0,0,0,0,0,0,0,0,0,141,141,30573,0,0,0,0,0,0,0,0,0
202599,429,37740,5,Payson  AZ ,153,153,48690,0,0,0,0,0,0,0,0,0,132,132,43898,0,0,0,0,0,0,0,0,0
202599,429,38060,2,Phoenix-Mesa-Chandler  AZ ,23755,23755,7358881,483,966,130308,49,178,41520,407,14800,2528914,23354,23354,7290548,476,952,128490,48,175,41324,392,13611,2321123
202599,430,25850,5,Hermitage  PA ,78,78,23514,0,0,0,0,0,0,1,12,1500,61,61,18425,0,0,0,0,0,0,1,12,1500
202599,430,26860,5,Indiana  PA ,40,40,11931,0,0,0,0,0,0,0,0,0,39,39,11652,0,0,0,0,0,0,0,0,0
202599,430,38300,2,Pittsburgh  PA ,3452,3452,1156168,9,18,3055,28,109,10536,48,2218,254557,2757,2757,931493,9,18,3055,27,106,10236,33,2052,235889
202599,430,48260,2,Weirton-Steubenville  WV-OH ,17,17,5388,0,0,0,0,0,0,0,0,0,17,17,5388,0,0,0,0,0,0,0,0,0
202599,434,17620,5,Coamo  PR ,106,106,18130,1,2,65,0,0,0,0,0,0,106,106,18130,1,2,65,0,0,0,0,0,0
202599,434,38660,2,Ponce  PR ,153,153,25949,1,2,228,0,0,0,0,0,0,153,153,25949,1,2,228,0,0,0,0,0,0
202599,438,30340,2,Lewiston-Auburn  ME ,269,269,72053,8,16,2751,1,4,100,9,164,31680,182,182,52250,7,14,2410,1,4,100,9,164,31680
202599,438,38860,2,Portland-South Portland  ME ,1945,1945,738148,66,132,25606,9,27,3753,66,1383,287089,1219,1219,543879,58,116,23294,2,6,1099,37,1135,273148
202599,440,10540,2,Albany  OR ,140,140,54867,10,20,5453,1,3,813,2,26,5176,140,140,54867,10,20,5453,1,3,813,2,26,5176
202599,440,18700,2,Corvallis  OR ,103,103,39212,4,8,1625,1,4,508,6,369,68671,103,103,39212,4,8,1625,1,4,508,6,369,68671
202599,440,31020,2,Longview-Kelso  WA ,298,298,102477,5,10,1845,0,0,0,0,0,0,298,298,102477,5,10,1845,0,0,0,0,0,0
202599,440,38900,2,Portland-Vancouver-Hillsboro  OR-WA ,6133,6133,2504025,58,116,23930,21,74,16090,58,1995,371627,5128,5128,1861239,58,116,23930,21,74,16090,44,1790,342851
202599,440,41420,2,Salem  OR ,873,873,297520,25,50,13844,2,7,1191,31,496,62124,816,816,280649,23,46,12844,2,7,1191,30,469,59796
202599,444,15860,5,Cañon City  CO ,105,105,26312,1,2,346,0,0,0,0,0,0,105,105,26312,1,2,346,0,0,0,0,0,0
202599,444,39380,2,Pueblo  CO ,226,226,39395,0,0,0,0,0,0,0,0,0,226,226,39395,0,0,0,0,0,0,0,0,0
202599,446,34140,5,Moscow  ID ,130,130,45110,11,22,7090,0,0,0,5,88,10600,130,130,45110,11,22,7090,0,0,0,5,88,10600
202599,446,39420,5,Pullman  WA ,22,22,7421,2,4,1104,0,0,0,0,0,0,22,22,7421,2,4,1104,0,0,0,0,0,0
202599,448,25300,5,Hannibal  MO ,42,42,12874,1,2,300,0,0,0,0,0,0,42,42,12874,1,2,300,0,0,0,0,0,0
202599,448,39500,5,Quincy  IL-MO ,27,27,7071,1,2,331,2,6,995,1,5,781,25,25,6557,0,0,0,2,6,995,1,5,781
202599,450,11360,5,Anderson Creek  NC ,2195,2195,721006,5,10,1247,0,0,0,0,0,0,1746,1746,643574,5,10,1247,0,0,0,0,0,0
202599,450,20500,2,Durham-Chapel Hill  NC ,3751,3751,1490120,11,22,3215,16,64,33169,45,2263,402439,3377,3377,1361545,8,16,2216,16,64,33169,40,2084,372314
202599,450,25780,5,Henderson  NC ,115,115,35449,0,0,0,0,0,0,0,0,0,79,79,23385,0,0,0,0,0,0,0,0,0
202599,450,39580,2,Raleigh-Cary  NC ,11760,11760,3409684,115,230,34895,3,11,1933,117,5542,1074857,11680,11680,3391729,115,230,34895,3,11,1933,117,5542,1074857
202599,450,41820,5,Sanford  NC ,674,674,125231,0,0,0,0,0,0,0,0,0,674,674,125231,0,0,0,0,0,0,0,0,0
202599,452,39660,2,Rapid City  SD ,860,860,306019,9,18,3308,0,0,0,7,80,11124,855,855,304252,9,18,3308,0,0,0,7,80,11124
202599,452,43940,5,Spearfish  SD ,194,194,97235,4,8,891,0,0,0,4,30,4983,106,106,58231,0,0,0,0,0,0,0,0,0
202599,454,39780,5,Red Bluff  CA ,28,28,8826,4,8,1208,0,0,0,0,0,0,28,28,8826,4,8,1208,0,0,0,0,0,0
202599,454,39820,2,Redding  CA ,249,249,88583,0,0,0,0,0,0,1,5,500,245,245,87459,0,0,0,0,0,0,1,5,500
202599,456,16180,2,Carson City  NV ,322,322,120423,0,0,0,2,8,1588,7,243,43720,322,322,120423,0,0,0,2,8,1588,7,243,43720
202599,456,21980,5,Fallon  NV ,36,36,11026,2,4,543,0,0,0,0,0,0,36,36,11026,2,4,543,0,0,0,0,0,0
202599,456,23820,5,Gardnerville Ranchos  NV-CA ,328,328,188858,0,0,0,0,0,0,0,0,0,328,328,188858,0,0,0,0,0,0,0,0,0
202599,456,39900,2,Reno  NV ,1914,1914,575569,23,46,7146,8,26,4544,61,965,170744,960,960,309206,17,34,5890,3,11,2566,34,512,111818
202599,458,18220,5,Connersville  IN ,16,16,4015,0,0,0,0,0,0,0,0,0,16,16,4015,0,0,0,0,0,0,0,0,0
202599,458,39980,5,Richmond  IN ,47,47,17151,1,2,351,0,0,0,4,222,14704,46,46,16797,0,0,0,0,0,0,4,222,14704
202599,462,12380,5,Austin  MN ,34,34,9066,0,0,0,0,0,0,1,102,14400,24,24,7928,0,0,0,0,0,0,1,102,14400
202599,462,40340,2,Rochester  MN ,483,483,163016,1,2,800,2,8,1713,10,241,47716,417,417,150550,1,2,800,2,8,1713,4,208,40791
202599,462,49100,5,Winona  MN ,26,26,9084,1,2,490,0,0,0,1,14,1500,26,26,9084,1,2,490,0,0,0,1,14,1500
202599,464,12860,5,Batavia  NY ,100,100,26652,1,2,350,0,0,0,0,0,0,77,77,20775,1,2,350,0,0,0,0,0,0
202599,464,40380,2,Rochester  NY ,1251,1251,437723,10,20,5140,20,75,15884,50,404,68167,1099,1099,394378,10,20,5140,20,75,15884,39,340,61042
202599,464,42900,5,Seneca Falls  NY ,54,54,16140,2,4,209,0,0,0,0,0,0,54,54,16140,2,4,209,0,0,0,0,0,0
202599,466,23300,5,Freeport  IL ,14,14,4970,0,0,0,0,0,0,0,0,0,14,14,4970,0,0,0,0,0,0,0,0,0
202599,466,40300,5,Rochelle  IL ,81,81,23835,3,6,522,0,0,0,0,0,0,81,81,23835,3,6,522,0,0,0,0,0,0
202599,466,40420,2,Rockford  IL ,363,363,100597,7,14,1238,0,0,0,0,0,0,350,350,99404,7,14,1238,0,0,0,0,0,0
202599,468,40260,5,Roanoke Rapids  NC ,88,88,37039,1,2,139,0,0,0,0,0,0,32,32,14828,0,0,0,0,0,0,0,0,0
202599,468,40580,2,Rocky Mount  NC ,534,534,107908,1,2,200,0,0,0,0,0,0,150,150,27427,1,2,200,0,0,0,0,0,0
202599,468,48980,5,Wilson  NC ,357,357,79005,15,30,1913,0,0,0,4,24,17740,357,357,79005,15,30,1913,0,0,0,4,24,17740
202599,472,40900,2,Sacramento-Roseville-Folsom  CA ,7716,7716,2673725,195,390,51503,9,33,6982,68,2550,397626,7678,7678,2662417,195,390,51503,9,33,6982,68,2550,397626
202599,472,46020,5,Truckee-Grass Valley  CA ,194,194,90619,2,4,650,0,0,0,0,0,0,194,194,90619,2,4,650,0,0,0,0,0,0
202599,472,49700,2,Yuba City  CA ,589,589,247056,9,18,2559,1,3,300,7,211,38497,589,589,247056,9,18,2559,1,3,300,7,211,38497
202599,474,13020,2,Bay City  MI ,38,38,13972,2,4,699,0,0,0,1,25,3904,27,27,10468,2,4,699,0,0,0,1,25,3904
202599,474,33220,2,Midland  MI ,114,114,37839,7,14,2220,0,0,0,0,0,0,114,114,37839,7,14,2220,0,0,0,0,0,0
202599,474,40980,2,Saginaw  MI ,141,141,39276,10,20,3643,2,8,1090,1,41,1500,103,103,30307,6,12,2322,2,8,1090,1,41,1500
202599,476,16460,5,Centralia  IL ,4,4,398,0,0,0,2,8,365,0,0,0,2,2,195,0,0,0,2,8,365,0,0,0
202599,476,22100,5,Farmington  MO ,88,88,25527,12,24,4130,6,20,3410,1,12,1200,82,82,23960,11,22,3908,6,20,3410,1,12,1200
202599,476,41180,2,St. Louis  MO-IL ,4142,4142,1666143,117,234,32691,44,167,32426,101,1523,240180,3939,3939,1614394,114,228,31961,42,161,31649,83,927,135804
202599,480,36180,5,Ocean Pines  MD ,242,242,92988,0,0,0,0,0,0,0,0,0,241,241,92783,0,0,0,0,0,0,0,0,0
202599,480,41540,2,Salisbury  MD ,164,164,40396,0,0,0,2,8,1105,5,33,3990,164,164,40396,0,0,0,2,8,1105,5,33,3990
202599,482,14940,5,Brigham City  UT-ID ,397,397,142892,0,0,0,9,35,6948,8,52,14473,372,372,136002,0,0,0,9,35,6948,8,52,14473
202599,482,25720,5,Heber  UT ,1120,1120,1045188,1,2,3136,2,8,3483,16,561,142367,1092,1092,1018175,1,2,3136,2,8,3483,16,561,142367
202599,482,36260,2,Ogden  UT ,1746,1746,684175,13,26,4630,45,171,34242,90,1656,257623,1449,1449,593607,10,20,3491,45,171,34242,75,1314,204843
202599,482,39340,2,Provo-Orem-Lehi  UT ,5395,5395,1813156,17,34,8002,48,180,37012,146,1695,280345,5358,5358,1780916,16,32,7618,48,180,37012,146,1695,280345
202599,482,41620,2,Salt Lake City-Murray  UT ,3015,3015,1083255,38,76,18650,39,140,41729,89,4471,1035215,2998,2998,1074810,31,62,15960,39,140,41729,89,4471,1035215
202599,484,23240,5,Fredericksburg  TX ,51,51,10794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,484,28500,5,Kerrville  TX ,91,91,26735,0,0,0,0,0,0,2,88,15924,91,91,26735,0,0,0,0,0,0,2,88,15924
202599,484,41700,2,San Antonio-New Braunfels  TX ,8651,8651,2439892,9,18,2609,8,31,10874,127,1846,397982,7904,7904,2283069,5,10,1590,8,31,10874,115,1713,381647
202599,488,32900,2,Merced  CA ,697,697,224011,0,0,0,1,3,727,10,80,22000,645,645,209570,0,0,0,1,3,727,10,80,22000
202599,488,33700,2,Modesto  CA ,894,894,166282,4,8,1266,1,3,620,10,300,34091,890,890,166096,4,8,1266,1,3,620,10,300,34091
202599,488,34900,2,Napa  CA ,258,258,124022,5,10,4979,1,4,1484,6,92,17457,258,258,124022,5,10,4979,1,4,1484,6,92,17457
202599,488,41860,2,San Francisco-Oakland-Fremont  CA ,2713,2713,1224005,54,108,52144,14,45,15492,93,4884,1183080,2579,2579,1153836,48,96,48700,14,45,15492,72,4586,1113490
202599,488,41940,2,San Jose-Sunnyvale-Santa Clara  CA ,2042,2042,812756,13,26,4215,5,19,3567,68,3483,516024,1946,1946,734874,13,26,4215,5,19,3567,68,3483,516024
202599,488,42100,2,Santa Cruz-Watsonville  CA ,163,163,44536,2,4,1078,0,0,0,4,303,42140,163,163,44536,2,4,1078,0,0,0,4,303,42140
202599,488,44700,2,Stockton-Lodi  CA ,2520,2520,1021695,1,2,294,0,0,0,0,0,0,2240,2240,945070,1,2,294,0,0,0,0,0,0
202599,488,46700,2,Vallejo  CA ,750,750,265207,4,8,1600,1,3,631,3,120,20000,745,745,263778,4,8,1600,1,3,631,3,120,20000
202599,490,11640,2,Arecibo  PR ,240,240,30204,4,8,483,0,0,0,1,5,199,240,240,30204,4,8,483,0,0,0,1,5,199
202599,490,17640,5,Coco  PR ,38,38,7231,0,0,0,0,0,0,0,0,0,38,38,7231,0,0,0,0,0,0,0,0,0
202599,490,25020,2,Guayama  PR ,139,139,18983,0,0,0,1,3,130,0,0,0,139,139,18983,0,0,0,1,3,130,0,0,0
202599,490,29720,5,Lares  PR ,18,18,1715,0,0,0,0,0,0,0,0,0,18,18,1715,0,0,0,0,0,0,0,0,0
202599,490,41980,2,San Juan-Bayamon-Caguas  PR ,1459,1459,257442,7,14,879,3,11,496,3,62,30954,1459,1459,257442,7,14,879,3,11,496,3,62,30954
202599,490,46580,5,Utuado  PR ,15,15,1516,0,0,0,0,0,0,0,0,0,15,15,1516,0,0,0,0,0,0,0,0,0
202599,496,25980,2,Hinesville  GA ,623,623,164105,2,4,730,1,3,375,0,0,0,348,348,98721,2,4,730,1,3,375,0,0,0
202599,496,27700,5,Jesup  GA ,98,98,22099,2,4,396,0,0,0,0,0,0,98,98,22099,2,4,396,0,0,0,0,0,0
202599,496,42340,2,Savannah  GA ,3226,3226,879760,19,38,4147,11,44,9419,73,2063,266512,2692,2692,741749,11,22,2458,11,44,9419,73,2063,266512
202599,496,44340,5,Statesboro  GA ,945,945,192904,81,162,19695,3,9,655,7,298,27687,878,878,175305,81,162,19695,0,0,0,7,298,27687
202599,500,14740,2,Bremerton-Silverdale-Port Orchard  WA ,631,631,280016,4,8,2518,4,13,2298,45,1128,211313,631,631,280016,4,8,2518,4,13,2298,45,1128,211313
202599,500,16500,5,Centralia  WA ,373,373,104831,3,6,820,13,52,6908,0,0,0,373,373,104831,3,6,820,13,52,6908,0,0,0
202599,500,34580,2,Mount Vernon-Anacortes  WA ,168,168,63695,6,12,2148,2,7,1279,13,186,18143,168,168,63695,6,12,2148,1,4,842,1,35,4049
202599,500,36020,5,Oak Harbor  WA ,181,181,65355,1,2,646,5,20,7472,1,6,2271,181,181,65355,1,2,646,5,20,7472,1,6,2271
202599,500,36500,2,Olympia-Lacey-Tumwater  WA ,743,743,204912,6,12,1700,2,6,1471,38,908,118283,651,651,183700,3,6,929,0,0,0,26,762,108954
202599,500,42660,2,Seattle-Tacoma-Bellevue  WA ,6136,6136,2609042,443,886,288299,126,438,106277,211,8199,1360783,5727,5727,2413584,442,884,287904,126,438,106277,177,7788,1300776
202599,500,43220,5,Shelton  WA ,200,200,70593,2,4,1517,0,0,0,0,0,0,200,200,70593,2,4,1517,0,0,0,0,0,0
202599,508,33380,5,Minden  LA ,34,34,8726,0,0,0,0,0,0,2,26,5524,9,9,1824,0,0,0,0,0,0,2,26,5524
202599,508,43340,2,Shreveport-Bossier City  LA ,939,939,234163,4,8,720,0,0,0,8,82,13764,903,903,221158,4,8,720,0,0,0,8,82,13764
202599,512,30180,5,Le Mars  IA ,45,45,17335,0,0,0,0,0,0,0,0,0,45,45,17335,0,0,0,0,0,0,0,0,0
202599,512,43580,2,Sioux City  IA-NE-SD ,218,218,85125,7,14,2520,3,11,1346,14,316,33368,210,210,82962,7,14,2520,3,11,1346,14,316,33368
202599,515,21140,2,Elkhart-Goshen  IN ,325,325,119450,5,10,1970,0,0,0,22,442,67310,325,325,119450,5,10,1970,0,0,0,22,442,67310
202599,515,35660,2,Niles  MI ,255,255,120957,20,40,9278,1,4,650,2,73,8763,235,235,113479,20,40,9278,1,4,650,2,73,8763
202599,515,38500,5,Plymouth  IN ,116,116,42194,1,2,80,0,0,0,0,0,0,83,83,28487,1,2,80,0,0,0,0,0,0
202599,515,43780,2,South Bend-Mishawaka  IN-MI ,517,517,231461,16,32,5592,3,11,3957,3,191,24613,494,494,224628,16,32,5592,3,11,3957,3,191,24613
202599,515,47700,5,Warsaw  IN ,316,316,135919,4,8,1327,0,0,0,1,85,18000,316,316,135919,4,8,1327,0,0,0,1,85,18000
202599,517,43980,5,Spencer  IA ,14,14,4390,1,2,500,4,15,2020,1,30,4000,14,14,4390,1,2,500,4,15,2020,1,30,4000
202599,517,44020,5,Spirit Lake  IA ,78,78,57823,2,4,1000,0,0,0,7,35,975,69,69,55926,2,4,1000,0,0,0,7,35,975
202599,518,17660,2,Coeur dAlene  ID ,1217,1217,465362,31,62,14972,5,15,6284,25,411,59894,992,992,407995,22,44,11516,0,0,0,11,273,44928
202599,518,44060,2,Spokane-Spokane Valley  WA ,1571,1571,484265,40,80,16889,26,96,24238,58,1425,236034,889,889,308564,32,64,14047,26,96,24238,45,1062,204561
